user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
NPO-all-SRF-180-2000-00-bin-42,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Trichodesmium;s__Trichodesmium erythraeum,GCF_000014265.1,95.0,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Trichodesmium;s__Trichodesmium erythraeum,98.89,0.89,GCF_000014265.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Trichodesmium;s__Trichodesmium erythraeum,98.89,0.89,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,91.75,11,,Genome has more than 12.5% of markers with multiple hits
NPO-all-MES-0-8-5-00-bin-317,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,GCA_002700145.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,99.49,0.9,GCA_002700145.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,99.49,0.9,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000298195.1, s__Gordonia rhizosphera, 95.0, 80.29, 0.57; GCF_900105725.1, s__Gordonia westfalica, 95.0, 80.21, 0.5; GCF_000327325.1, s__Gordonia rubripertincta, 95.0, 79.86, 0.46; GCF_002149015.1, s__Gordonia lacunae, 95.0, 79.84, 0.47; GCF_000225505.1, s__Gordonia alkanivorans, 95.0, 79.8, 0.44; GCF_000143885.2, s__Gordonia sp000143885, 95.0, 79.79, 0.47; GCF_000344155.1, s__Gordonia paraffinivorans, 95.0, 79.69, 0.43; GCF_000024785.1, s__Gordonia bronchialis, 95.0, 79.65, 0.49; GCF_001485495.1, s__Gordonia desulfuricans, 95.0, 79.62, 0.46; GCF_000332995.1, s__Gordonia amicalis, 95.0, 79.58, 0.43; GCF_000298235.1, s__Gordonia namibiensis, 95.0, 79.49, 0.45; GCF_000241325.1, s__Gordonia polyisoprenivorans, 95.0, 79.47, 0.45; GCF_002009645.1, s__Gordonia sp002009645, 95.0, 79.46, 0.46; GCF_001698225.1, s__Gordonia terrae, 95.0, 79.23, 0.46; GCF_000334455.1, s__Gordonia soli, 95.0, 79.2, 0.43; GCF_000241345.1, s__Gordonia amarae, 95.0, 79.04, 0.39; GCF_001186365.1, s__Gordonia jacobaea, 95.0, 78.72, 0.39; GCF_000248075.1, s__Gordonia otitidis, 95.0, 78.72, 0.36; GCF_000332975.1, s__Gordonia aichiensis, 95.0, 78.68, 0.36; GCF_000248055.1, s__Gordonia sputi, 95.0, 78.67, 0.38; GCF_000333035.1, s__Gordonia sihwensis, 95.0, 78.21, 0.33; GCF_000241265.1, s__Gordonia araii, 95.0, 78.19, 0.34; GCF_001305675.1, s__Gordonia phthalatica, 95.0, 78.19, 0.3; GCF_000333015.1, s__Gordonia hirsuta, 95.0, 78.05, 0.34; GCF_000344135.1, s__Gordonia malaquae, 95.0, 78.01, 0.28; GCA_002477755.1, s__Gordonia sp002477755, 95.0, 77.93, 0.32; GCF_002993285.1, s__Gordonia iterans, 95.0, 77.93, 0.33; GCF_000423025.1, s__Gordonia shandongensis, 95.0, 77.91, 0.36; GCF_000192435.1, s__Gordonia neofelifaecis, 95.0, 77.87, 0.33; GCF_001592365.1, s__Gordonia hydrophobica, 95.0, 77.71, 0.29; GCA_002414845.1, s__Gordonia sp002414845, 95.0, 77.55, 0.33; GCF_000241305.1, s__Gordonia effusa, 95.0, 77.41, 0.21",86.63,11,,
NAO-all-MES-0-8-5-00-bin-62,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,GCA_002700145.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,99.79,0.9,GCA_002700145.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002700145,99.79,0.9,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000298195.1, s__Gordonia rhizosphera, 95.0, 80.61, 0.53; GCF_900105725.1, s__Gordonia westfalica, 95.0, 80.56, 0.47; GCF_000327325.1, s__Gordonia rubripertincta, 95.0, 80.31, 0.45; GCF_002149015.1, s__Gordonia lacunae, 95.0, 80.25, 0.45; GCF_000024785.1, s__Gordonia bronchialis, 95.0, 80.24, 0.47; GCF_000143885.2, s__Gordonia sp000143885, 95.0, 80.08, 0.44; GCF_000344155.1, s__Gordonia paraffinivorans, 95.0, 80.06, 0.47; GCF_001485495.1, s__Gordonia desulfuricans, 95.0, 80.04, 0.44; GCF_000225505.1, s__Gordonia alkanivorans, 95.0, 79.95, 0.46; GCF_000298235.1, s__Gordonia namibiensis, 95.0, 79.94, 0.46; GCF_000332995.1, s__Gordonia amicalis, 95.0, 79.92, 0.45; GCF_002009645.1, s__Gordonia sp002009645, 95.0, 79.86, 0.44; GCF_000241325.1, s__Gordonia polyisoprenivorans, 95.0, 79.72, 0.43; GCF_000334455.1, s__Gordonia soli, 95.0, 79.55, 0.4; GCF_001698225.1, s__Gordonia terrae, 95.0, 79.53, 0.44; GCF_000248075.1, s__Gordonia otitidis, 95.0, 79.49, 0.37; GCF_000241345.1, s__Gordonia amarae, 95.0, 79.41, 0.38; GCF_000332975.1, s__Gordonia aichiensis, 95.0, 79.3, 0.37; GCF_001186365.1, s__Gordonia jacobaea, 95.0, 79.24, 0.39; GCF_000248055.1, s__Gordonia sputi, 95.0, 79.11, 0.39; GCF_000333035.1, s__Gordonia sihwensis, 95.0, 78.85, 0.35; GCF_000241265.1, s__Gordonia araii, 95.0, 78.75, 0.37; GCF_000333015.1, s__Gordonia hirsuta, 95.0, 78.64, 0.37; GCF_001305675.1, s__Gordonia phthalatica, 95.0, 78.6, 0.34; GCF_000344135.1, s__Gordonia malaquae, 95.0, 78.49, 0.3; GCF_000192435.1, s__Gordonia neofelifaecis, 95.0, 78.44, 0.37; GCF_002993285.1, s__Gordonia iterans, 95.0, 78.41, 0.35; GCF_000423025.1, s__Gordonia shandongensis, 95.0, 78.4, 0.4; GCA_002477755.1, s__Gordonia sp002477755, 95.0, 78.3, 0.35; GCF_001592365.1, s__Gordonia hydrophobica, 95.0, 78.2, 0.31; GCF_000241305.1, s__Gordonia effusa, 95.0, 78.12, 0.24; GCA_002414845.1, s__Gordonia sp002414845, 95.0, 77.95, 0.36",94.82,11,,
SAO-all-MES-0-8-5-00-bin-181,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.13,0.87,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.13,0.87,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.44, 0.51; GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.34, 0.5",79.58,11,,
SPO-SPSG-MES-0-8-5-00-bin-109,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.32,0.91,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.32,0.91,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.52, 0.54; GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.49, 0.52",83.79,11,,
NPO-all-DCM-0-8-5-00-bin-64,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.21,0.92,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.21,0.92,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.74, 0.52; GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.57, 0.54",93.27,11,,
SPO-SPSG-MIX-0-8-5-00-bin-175,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.02,0.89,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.02,0.89,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.32, 0.52; GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.24, 0.51",83.63,11,,
NPO-all-SRF-0-8-5-00-bin-151,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.23,0.91,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.23,0.91,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.74, 0.51; GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.59, 0.54",94.84,11,,
NPO-all-MES-0-8-5-00-bin-270,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,GCA_002325245.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.11,0.88,GCA_002325245.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__UBA1487 sp002325245,99.11,0.88,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001898835.1, s__UBA1487 sp001898835, 95.0, 80.41, 0.51; GCA_003243275.1, s__UBA1487 sp003243275, 95.0, 80.14, 0.52",79.92,11,,
IO-all-SRF-0-8-5-00-bin-152,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,GCA_002729155.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,98.51,0.83,GCA_002729155.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,98.51,0.83,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002813345.1, s__Yonghaparkia sp002813345, 95.0, 84.88, 0.68; GCA_002280615.1, s__Yonghaparkia sp002280615, 95.0, 83.68, 0.63; GCA_001464255.1, s__Yonghaparkia sp001464255, 95.0, 83.03, 0.64; GCF_001425665.1, s__Yonghaparkia sp001425665, 95.0, 82.48, 0.61; GCA_002423075.1, s__Yonghaparkia sp002423075, 95.0, 81.41, 0.56",84.33,11,,
IO-all-FSW-0-8-5-00-bin-54,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,GCA_002729155.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,98.15,0.85,GCA_002729155.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__Yonghaparkia sp002729155,98.15,0.85,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002813345.1, s__Yonghaparkia sp002813345, 95.0, 85.22, 0.68; GCA_002280615.1, s__Yonghaparkia sp002280615, 95.0, 83.48, 0.61; GCA_001464255.1, s__Yonghaparkia sp001464255, 95.0, 83.21, 0.62; GCF_001425665.1, s__Yonghaparkia sp001425665, 95.0, 82.36, 0.63; GCA_002423075.1, s__Yonghaparkia sp002423075, 95.0, 81.37, 0.56",89.78,11,,
SPO-SPSG-MIX-0-8-5-00-bin-131,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp900098805,GCF_900098805.1,95.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp900098805,97.82,0.79,GCF_900098805.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp900098805,97.82,0.79,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002703245.1, s__Microbacterium sp002703245, 95.0, 83.15, 0.54; GCA_002313585.1, s__Microbacterium sp002313585, 95.0, 81.01, 0.39; GCF_001595495.1, s__Microbacterium sp001595495, 95.0, 80.79, 0.42; GCF_001422925.1, s__Microbacterium sp001422925, 95.0, 80.42, 0.49; GCF_003121305.1, s__Microbacterium sp003121305, 95.0, 80.35, 0.5; GCF_000956575.1, s__Microbacterium ketosireducens, 95.0, 80.33, 0.49; GCF_001428485.1, s__Microbacterium sp001428485, 95.0, 80.24, 0.45; GCF_001427145.1, s__Microbacterium sp001427145, 95.0, 80.23, 0.45; GCF_001974985.1, s__Microbacterium aurum, 95.0, 80.21, 0.47; GCF_000380605.1, s__Microbacterium sp000380605, 95.0, 80.2, 0.5; GCF_000956465.1, s__Microbacterium trichothecenolyticum, 95.0, 80.17, 0.51; GCF_000304335.1, s__Microbacterium yannicii, 95.0, 80.15, 0.45; GCF_000956535.1, s__Microbacterium ginsengisoli, 95.0, 80.15, 0.43; GCA_900078385.1, s__Microbacterium sp900078385, 95.0, 80.11, 0.43; GCA_001898325.1, s__Microbacterium sp001898325, 95.0, 80.07, 0.36; GCF_900155915.1, s__Microbacterium sp900155915, 95.0, 79.95, 0.45; GCF_001652465.1, s__Microbacterium chocolatum, 95.0, 79.94, 0.46; GCA_003075375.1, s__Microbacterium testaceum_E, 95.0, 79.91, 0.42; GCF_001592125.1, s__Microbacterium hominis, 95.0, 79.91, 0.46; GCA_003095395.1, s__Microbacterium sp003095395, 95.0, 79.9, 0.43; GCF_900113885.1, s__Microbacterium sp900113885, 95.0, 79.86, 0.44; GCF_001314225.1, s__Microbacterium sp001314225, 95.0, 79.85, 0.46; GCF_001792815.1, s__Microbacterium sp001792815, 95.0, 79.84, 0.43; GCA_003289625.1, s__Microbacterium sp003289625, 95.0, 79.83, 0.4; GCF_000799385.1, s__Microbacterium sp000799385, 95.0, 79.83, 0.43; GCF_001984105.1, s__Microbacterium sp001984105, 95.0, 79.82, 0.45; GCA_003248655.1, s__Microbacterium sp003248655, 95.0, 79.82, 0.42; GCF_900156455.1, s__Microbacterium sp900156455, 95.0, 79.79, 0.42; GCF_002245215.1, s__Microbacterium sp002245215, 95.0, 79.78, 0.43; GCF_001619615.1, s__Microbacterium sp001619615, 95.0, 79.77, 0.41; GCF_001644225.1, s__Microbacterium oleivorans_A, 95.0, 79.75, 0.42; GCF_900292075.1, s__Microbacterium sp900292075, 95.0, 79.75, 0.46; GCA_001898315.1, s__Microbacterium sp001898315, 95.0, 79.72, 0.44; GCF_900156435.1, s__Microbacterium sp900156435, 95.0, 79.71, 0.44; GCA_003248605.1, s__Microbacterium sp003248605, 95.0, 79.69, 0.42; GCF_900100885.1, s__Microbacterium pygmaeum, 95.0, 79.68, 0.43; GCF_000202635.1, s__Microbacterium testaceum_F, 95.0, 79.66, 0.43; GCF_900114345.1, s__Microbacterium sp900114345, 95.0, 79.64, 0.46; GCF_000333395.1, s__Microbacterium sp000333395, 95.0, 79.61, 0.35; GCF_001456955.1, s__Microbacterium enclense, 95.0, 79.61, 0.45; GCF_001584605.1, s__Microbacterium laevaniformans, 95.0, 79.59, 0.42; GCF_001887285.1, s__Microbacterium paludicola, 95.0, 79.59, 0.44; GCF_001427525.1, s__Microbacterium sp001427525, 95.0, 79.56, 0.45; GCF_001878835.1, s__Microbacterium sp001878835, 95.0, 79.56, 0.36; GCF_900104345.1, s__Microbacterium testaceum_A, 95.0, 79.55, 0.42; GCF_000383475.1, s__Microbacterium sp000383475, 95.0, 79.54, 0.41; GCF_001476285.1, s__Microbacterium testaceum_B, 95.0, 79.53, 0.41; GCF_002362255.1, s__Microbacterium sp002362255, 95.0, 79.51, 0.38; GCF_000802305.1, s__Microbacterium mangrovi, 95.0, 79.51, 0.42; GCF_001424225.1, s__Microbacterium sp001424225, 95.0, 79.5, 0.42; GCF_001426925.1, s__Microbacterium sp001426925, 95.0, 79.5, 0.39; GCF_001650405.1, s__Microbacterium sp001650405, 95.0, 79.48, 0.4; GCF_002899925.1, s__Microbacterium testaceum_D, 95.0, 79.48, 0.43; GCF_001476655.1, s__Microbacterium testaceum_C, 95.0, 79.46, 0.4; GCF_002705755.3, s__Microbacterium esteraromaticum_A, 95.0, 79.41, 0.38; GCF_900102175.1, s__Microbacterium sp900102175, 95.0, 79.4, 0.43; GCF_001691565.1, s__Microbacterium oleivorans_B, 95.0, 79.39, 0.38; GCF_900102005.1, s__Microbacterium sp900102005, 95.0, 79.37, 0.41; GCF_000411455.1, s__Microbacterium sp000411455, 95.0, 79.37, 0.39; GCF_000956545.1, s__Microbacterium azadirachtae, 95.0, 79.36, 0.37; GCA_001724425.1, s__Microbacterium sp001724425, 95.0, 79.36, 0.41; GCF_001620065.1, s__Microbacterium sp001620065, 95.0, 79.34, 0.4; GCF_000422405.1, s__Microbacterium luticocti, 95.0, 79.34, 0.41; GCA_003293595.1, s__Microbacterium sp003293595, 95.0, 79.33, 0.4; GCF_900105335.1, s__Microbacterium paraoxydans, 95.0, 79.3, 0.39; GCA_001639925.1, s__Microbacterium sp001639925, 95.0, 79.28, 0.4; GCF_000763375.1, s__Microbacterium profundi, 95.0, 79.26, 0.35; GCA_003526945.1, s__Microbacterium sp003526945, 95.0, 79.24, 0.42; GCF_001689915.1, s__Microbacterium sediminis, 95.0, 79.24, 0.39; GCF_000956505.1, s__Microbacterium azadirachtae_A, 95.0, 79.22, 0.37; GCF_000299315.2, s__Microbacterium barkeri, 95.0, 79.21, 0.37; GCF_001049495.1, s__Microbacterium sp001049495, 95.0, 79.19, 0.38; GCA_003248845.1, s__Microbacterium sp003248845, 95.0, 79.18, 0.43; GCF_002872075.1, s__Microbacterium kitamiense, 95.0, 79.18, 0.38; GCF_001552475.1, s__Microbacterium oleivorans, 95.0, 79.17, 0.39; GCA_001897945.1, s__Microbacterium sp001897945, 95.0, 79.17, 0.39; GCF_001262495.1, s__Microbacterium sp001262495, 95.0, 79.15, 0.38; GCF_002979475.1, s__Microbacterium sp002979475, 95.0, 79.14, 0.37; GCF_001513675.1, s__Microbacterium sp001513675, 95.0, 79.1, 0.37; GCA_002456035.1, s__Microbacterium sp002456035, 95.0, 79.1, 0.35; GCA_003075395.1, s__Microbacterium sp003075395, 95.0, 79.1, 0.39; GCF_001552355.1, s__Microbacterium resistens, 95.0, 79.07, 0.37; GCF_002979415.1, s__Microbacterium sp002979415, 95.0, 79.06, 0.38; GCF_002979655.1, s__Microbacterium sp002979655, 95.0, 79.04, 0.36; GCA_002257455.1, s__Microbacterium sp002257455, 95.0, 79.04, 0.36; GCF_002848265.1, s__Microbacterium sp002848265, 95.0, 79.04, 0.4; GCF_002812725.1, s__Microbacterium sp002812725, 95.0, 79.03, 0.39; GCF_001425645.1, s__Microbacterium sp001425645, 95.0, 79.0, 0.37; GCF_900163815.1, s__Microbacterium esteraromaticum_B, 95.0, 78.92, 0.3; GCF_000826185.2, s__Microbacterium gorillae, 95.0, 78.92, 0.31; GCF_000800925.1, s__Microbacterium sp000800925, 95.0, 78.9, 0.35; GCF_900095745.1, s__Microbacterium oxydans_B, 95.0, 78.85, 0.37; GCF_002812805.1, s__Microbacterium lacus, 95.0, 78.84, 0.36; GCF_002979435.1, s__Microbacterium sp002979435, 95.0, 78.78, 0.38; GCF_000455825.1, s__Microbacterium maritypicum, 95.0, 78.72, 0.34; GCA_001897105.1, s__Microbacterium sp001897105, 95.0, 78.62, 0.32; GCA_003476465.1, s__Microbacterium sp003476465, 95.0, 78.37, 0.39; GCF_000685355.1, s__Microbacterium sp000685355, 95.0, 78.32, 0.25",86.45,11,,
